NPDES Permit Number,Outfall Number,Monitoring Location Code,Limit Set Designator,Parameter Code,Parameter Description,Monitoring Period Date,Limit Value,Limit Value Unit,DMR Value Type,Statistical Base,Limit Type Code,DMR Value,DMR Value Unit,Notes
NHG580011,001,1,A,61211,Enterococci,10/31/2023,35,#/100mL,C1,MO AVG,ENF,1.8,#/100mL,
NHG580011,001,1,A,61211,Enterococci,11/30/2023,35,#/100mL,C1,MO AVG,ENF,1.8,#/100mL,
NHG580011,001,1,A,61211,Enterococci,6/30/2023,35,#/100mL,C1,MO AVG,ENF,2.4,#/100mL,
NHG580011,001,1,A,61211,Enterococci,7/31/2023,35,#/100mL,C1,MO AVG,ENF,2.4,#/100mL,
NHG580011,001,1,A,61211,Enterococci,12/31/2022,35,#/100mL,C1,MO AVG,ENF,2.5,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,8/31/2023,35,#/100mL,C1,MO AVG,ENF,2.6,#/100mL,
NHG580011,001,1,A,61211,Enterococci,4/30/2023,35,#/100mL,C1,MO AVG,ENF,2.7,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,12/31/2023,35,#/100mL,C1,MO AVG,ENF,3.5,#/100mL,
NHG580011,001,1,A,61211,Enterococci,1/31/2023,35,#/100mL,C1,MO AVG,ENF,4.2,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,2/28/2023,35,#/100mL,C1,MO AVG,ENF,4.7,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,2/29/2024,35,#/100mL,C1,MO AVG,ENF,6,#/100mL,
NHG580011,001,1,A,61211,Enterococci,3/31/2023,35,#/100mL,C1,MO AVG,ENF,6.7,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,1/31/2024,35,#/100mL,C1,MO AVG,ENF,7,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",10/31/2023,14,#/100mL,C1,MO AVG,ENF,0,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",6/30/2023,14,#/100mL,C1,MO AVG,ENF,1,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",7/31/2023,14,#/100mL,C1,MO AVG,ENF,1,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",9/30/2023,14,#/100mL,C1,MO AVG,ENF,1,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",11/30/2023,14,#/100mL,C1,MO AVG,ENF,1,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",12/31/2023,14,#/100mL,C1,MO AVG,ENF,1,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",1/31/2024,14,#/100mL,C1,MO AVG,ENF,1,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",2/29/2024,14,#/100mL,C1,MO AVG,ENF,1,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",8/31/2023,14,#/100mL,C1,MO AVG,ENF,1.1,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",4/30/2022,14,#/100mL,C1,MO AVG,ENF,1.8,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",8/31/2022,14,#/100mL,C1,MO AVG,ENF,1.9,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",7/31/2022,14,#/100mL,C1,MO AVG,ENF,2.1,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",12/31/2022,14,#/100mL,C1,MO AVG,ENF,2.1,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",5/31/2023,14,#/100mL,C1,MO AVG,ENF,2.4,#/100mL,
NHG580011,001,1,A,74055,"Coliform, fecal general",4/30/2023,14,#/100mL,C1,MO AVG,ENF,2.7,#/100mL,
NHG580011,001,1,T,00610,"Nitrogen, ammonia total (as N)",9/30/2023,Mon,mg/L,C3,DAILY MX,ENF,17,mg/L,
NHG580011,001,1,T,00610,"Nitrogen, ammonia total (as N)",9/30/2022,Mon,mg/L,C3,DAILY MX,ENF,19,mg/L,
NHG580011,001,1,T,00900,"Hardness, total (as CaCO3)",9/30/2022,Mon,mg/L,C3,DAILY MX,ENF,110,mg/L,
NHG580011,001,1,T,00900,"Hardness, total (as CaCO3)",9/30/2023,Mon,mg/L,C3,DAILY MX,ENF,92,mg/L,
NHG580011,001,1,T,01027,"Cadmium, total (as Cd)",9/30/2022,Mon,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,T,01027,"Cadmium, total (as Cd)",9/30/2023,Mon,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,T,01042,"Copper, total (as Cu)",9/30/2023,Mon,mg/L,C3,DAILY MX,ENF,0.0011,mg/L,
NHG580011,001,1,T,01042,"Copper, total (as Cu)",9/30/2022,Mon,mg/L,C3,DAILY MX,ENF,0.0086,mg/L,
NHG580011,001,1,T,01051,"Lead, total (as Pb)",9/30/2022,Mon,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,T,01051,"Lead, total (as Pb)",9/30/2023,Mon,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,T,01067,"Nickel, total (as Ni)",9/30/2023,Mon,mg/L,C3,DAILY MX,ENF,0.001,mg/L,
NHG580011,001,1,T,01067,"Nickel, total (as Ni)",9/30/2022,Mon,mg/L,C3,DAILY MX,ENF,0.0012,mg/L,
NHG580011,001,1,T,01092,"Zinc, total (as Zn)",9/30/2023,Mon,mg/L,C3,DAILY MX,ENF,0.005,mg/L,
NHG580011,001,1,T,01092,"Zinc, total (as Zn)",9/30/2022,Mon,mg/L,C3,DAILY MX,ENF,0.013,mg/L,
